Student ID,Student Name,Job ID #1,Job ID #2,Job ID #3,Job ID #4,Job ID #5
726,Morgan Dell,223,393,439,25,
727,Andrew Douglass,182,29,36,265,418
728,George Parker,31,239,,,
729,Jakob Jobs,212,103,45,,
730,Morgan Mack,468,109,,,
731,Michael Stewart,190,253,298,214,
732,George Douglass,371,73,74,59,311
733,Doug Stewart,152,400,272,458,
734,Jordan Mack,255,339,430,,
735,Jack Westlund,97,91,,,
736,Maria Wayne,451,259,283,,
737,Jordan Smith,348,306,110,16,
738,Mikey Westlund,50,281,151,94,299
739,Destiny Smith,164,213,224,,
740,Ivan Westlund,43,153,214,466,49
741,John Thomas,138,382,239,151,200
742,Dana Westlund,374,451,,,
743,Hugh Williams,353,215,101,420,425
744,Destiny Rudd,60,201,,,
745,Matt Sobrino,9,166,38,209,65
746,Lucas Mungus,198,494,60,77,405
747,Jeff Morgan,81,229,87,6,125
748,Dana Smith,19,116,62,,
749,Poju Mack,344,420,93,,
750,Paula Morgan,155,341,211,289,420
751,Andrew Young,334,175,485,,
752,Jakob Jefferson,436,105,442,480,
753,Ivan Martinez,383,324,376,304,178
754,Jessica Morgan,293,112,268,142,243
755,Janet Lee,291,196,462,496,159
756,Richard Stewart,341,384,150,15,
757,Lucas Lee,322,342,260,216,155
758,Jeff Gonzalez,81,284,413,116,237
759,Jillian Sanchez,269,114,143,205,134
760,Matt Williams,85,92,219,442,193
761,Brad Dean,280,30,95,15,
762,Dana Michaels,16,209,285,73,402
763,Jordan Quintero,311,156,49,2,180
764,Jack Wayne,360,476,335,257,105
765,George Lopez,199,450,314,169,
766,Jessica Matheson,116,255,452,,
767,Nick Morgan,334,472,222,,
768,Michael Dean,209,1,261,,
769,Peter Jefferson,366,104,172,345,474
770,Andrew Williams,109,102,,,
771,John Ybarra,104,422,,,
772,John Padilla,490,177,473,82,
773,Jakob Gonzalez,82,284,,,
774,Jillian Morgan,104,100,184,312,
775,Maria Padilla,434,214,,,
776,Nick Quintero,88,405,25,,
777,Isaak Bravo,189,279,45,433,
778,Jillian Mack,30,455,31,169,
779,Janet Johnson,244,383,186,137,
780,Illiana Jobs,186,48,59,,
781,Brad Wayne,261,351,115,98,
782,Richard Wayne,470,360,342,,
783,Ivan Lee,350,56,495,48,50
784,Andrew Dell,310,52,133,84,62
785,Jillian Young,363,330,176,,
786,Johnny Jackson,378,358,495,252,
787,Lucas Gonzalez,241,337,313,259,238
788,George Douglass,162,265,,,
789,Maria Gonzalez,79,29,269,121,
790,Poju Morgan,119,244,211,168,237
791,Lucas Stevenson,426,275,359,104,
792,Johnny Michaels,60,202,,,
793,Mark Matheson,261,475,279,225,
794,Lucas Wayne,89,215,116,196,386
795,Daniel Young,178,226,,,
796,Jefferson Jefferson,123,378,238,,
797,Jefferson Stewart,75,293,347,474,89
798,Richard Lee,126,405,142,180,
799,Jefferson Chase,186,335,256,,
800,Morgan Williams,78,437,2,174,
801,Alexa Bobson,72,339,,,
802,Jessica Stevenson,412,253,130,469,
803,George Quintero,372,355,,,
804,Bob Bobson,165,38,343,425,100
805,Doug Westlund,498,268,1,340,460
806,Jefferson Smith,248,371,113,22,
807,Maria Lee,469,458,473,293,194
808,Mark Richison,466,159,471,,
809,Jack Sanchez,350,150,237,322,
810,Ivan Sobrino,3,371,,,
811,John Martinez,232,307,312,434,300
812,Ivan Sobrino,158,467,153,159,242
813,Paul Jackson,126,144,59,60,
814,John Chase,454,225,97,424,
815,Andrew Michaels,352,163,135,185,257
816,Janet Bravo,359,90,64,84,490
817,Mark Quintero,221,140,423,290,96
818,Matt Richison,68,440,252,,
819,Jordan Jobs,123,328,364,,
820,Destiny Bravo,4,186,,,
821,Andrew Stevenson,193,158,103,,
822,Jakob Young,183,420,254,377,459
823,Mikey Evans,109,324,425,43,
824,Ivan Stewart,53,95,285,254,
825,Michael Westlund,330,492,,,
826,Chad Johnson,28,457,281,368,
827,George Bobson,187,131,,,
828,Ivan Gonzalez,320,499,278,,
829,George Mungus,234,361,,,
830,Brad Richison,276,397,312,170,76
831,Destiny Bravo,136,87,326,443,375
832,Brad Jackson,406,40,,,
833,Jessica Gonzalez,429,166,253,255,
834,Dana Gomez,259,401,,,
835,Doug Stewart,472,40,317,59,263
836,Poju Smith,402,173,,,
837,Jessica Bobson,431,235,229,389,459
838,Illiana Smith,97,433,,,
839,Bruce Michaels,202,195,,,
840,Mark Morgan,315,90,460,185,247
841,Chad Parker,38,288,,,
842,Mikey Dell,161,364,54,101,
843,John Mungus,377,127,245,190,254
844,Ivan Hernandez,124,287,448,111,
845,Brad Gomez,409,188,167,36,
846,Paul Lopez,319,227,45,277,
847,Lucas Young,273,411,420,,
848,Jordan Thomas,337,221,,,
849,Bob Lee,440,474,336,196,433
850,Jack Stevenson,259,313,480,410,
851,Paula Lopez,127,186,55,184,
852,Daniel Dell,134,77,272,,
853,Mikey Dell,458,424,,,
854,Poju Lee,63,361,235,432,461
855,Daniel Lopez,452,151,481,,
856,Mikey Matheson,199,341,430,49,
857,Mark Young,33,58,198,,
858,Matt Evans,118,344,365,51,199
859,Hugh Jackson,228,197,151,119,469
860,Alexa Sanchez,317,357,,,
861,Jordan Morgan,1,397,479,492,
862,Hugh Hernandez,268,69,24,115,77
863,Paul Quintero,309,491,152,,
864,Peter Hernandez,140,9,7,37,83
865,Matt Douglass,176,304,400,93,467
866,Janet Gomez,444,351,97,170,259
867,Maria Jackson,317,445,0,264,
868,Nick Martinez,451,96,125,147,238
869,Jessica Johnson,47,486,147,1,272
870,Chad Ybarra,186,192,333,282,
871,Brad Morgan,108,245,34,,
872,John Jackson,155,193,411,469,491
873,Poju Hernandez,30,419,52,416,421
874,Bruce Johnson,138,434,174,284,333
875,Nick Quintero,122,434,314,92,218
876,Alexa Mack,281,486,227,363,172
877,Richard Bobson,58,276,359,343,261
878,Chad Hernandez,177,435,29,186,
879,Andrew Ybarra,136,407,55,475,
880,Destiny Westlund,182,312,186,231,153
881,Mark Parker,383,343,341,476,377
882,Destiny Ybarra,385,387,159,495,
883,Richard Lee,40,324,294,261,471
884,Bob Sanchez,385,149,395,448,138
885,Jessica Evans,437,163,480,119,
886,Thomas Westlund,381,276,199,147,448
887,Paula Diesel,265,125,137,264,
888,Bruce Quintero,474,445,499,73,340
889,Bruce Johnson,492,177,,,
890,Dana Quintero,491,69,,,
891,Johnny Richison,217,20,257,431,418
892,Doug Gonzalez,398,328,27,249,332
893,Mikey Morgan,190,11,432,277,
894,Poju Bobson,351,166,55,195,
895,Peter Rudd,248,333,470,,
896,Bruce Young,443,50,380,258,62
897,Jack Sobrino,492,438,257,43,
898,Jakob Sinatra,8,140,494,173,463
899,John Sobrino,377,389,144,363,191
900,Illiana Dell,406,13,47,247,323
901,Jillian Dean,56,150,391,384,15
902,Jillian Bravo,212,273,7,482,111
903,Poju Smith,137,110,,,
904,Daniel Sinatra,148,97,230,63,
905,Eddie Bravo,47,7,176,468,
906,Maria Lopez,111,368,30,271,350
907,Dana Jobs,195,231,466,29,380
908,George Johnson,370,383,126,,
909,Illiana Gomez,471,301,299,445,
910,Paul Gonzalez,113,479,127,494,407
911,Bob Gomez,70,194,84,299,257
912,Paul Douglass,417,477,204,,
913,Illiana Douglass,348,307,115,282,
914,Jakob Jackson,465,38,467,260,218
915,Michael Dell,187,355,116,92,124
916,Jordan Matheson,92,76,498,372,112
917,Janet Stevenson,133,91,457,453,
918,Michael Hernandez,433,139,453,,
919,Janet Johnson,380,118,177,425,467
920,Jefferson Williams,223,318,97,,
921,Johnny Ybarra,282,443,59,,
922,Jessica Diesel,233,330,154,105,318
923,Mark Padilla,299,129,301,266,
924,Bruce Sinatra,475,45,,,
925,Jakob Sobrino,47,266,197,128,372
926,Bob Jefferson,322,170,17,,
927,Jessica Wayne,41,261,182,231,492
928,Destiny Bobson,380,57,368,439,214
929,Thomas Padilla,385,307,,,
930,Ivan Jackson,278,274,36,313,
931,Ivan Michaels,327,35,263,,
932,Thomas Lee,29,38,129,397,
933,Mikey Wayne,12,334,193,415,394
934,Lucas Morgan,302,195,319,306,53
935,Jordan Ybarra,283,41,311,,
936,Jack Quintero,46,450,442,224,350
937,Destiny Jobs,368,463,192,59,
938,Michael Michaels,241,314,92,51,252
939,Michael Jobs,391,420,24,468,158
940,Hugh Chase,407,245,482,301,
941,Richard Sinatra,450,422,454,,
942,Lucas Jefferson,92,472,453,423,
943,Michael Bravo,317,46,373,330,
944,Doug Evans,300,174,341,185,411
945,Mark Jefferson,75,47,,,
946,Ivan Bravo,13,184,462,50,207
947,Poju Chase,240,49,199,222,372
948,Paula Rudd,34,331,435,38,261
949,Jessica Martinez,254,408,204,,
950,Isaak Gomez,44,461,55,433,315
951,Richard Richison,24,127,479,443,
952,Destiny Lopez,333,356,182,269,241
953,Brad Williams,175,349,336,460,
954,Matt Sanchez,211,21,15,,
955,Jefferson Johnson,268,28,395,172,158
956,Bob Hernandez,132,19,247,42,
957,Dana Richison,313,462,251,90,404
958,Jefferson Wayne,358,369,238,279,112
959,Ivan Gomez,314,2,237,392,403
960,Thomas Sobrino,240,398,472,152,
961,Jordan Wayne,277,244,41,,
962,Destiny Richison,31,433,29,,
963,Bob Ybarra,470,41,,,
964,Andrew Diesel,490,481,390,,
965,Richard Douglass,125,333,158,,
966,Destiny Gomez,272,308,432,409,
967,Jordan Bravo,179,469,447,370,1
968,Chad Evans,235,203,378,114,212
969,Bob Morgan,419,106,162,358,
970,Hugh Lopez,401,90,268,186,
971,Isaak Hernandez,495,190,,,
972,Alexa Mungus,390,230,198,480,
973,Bruce Quintero,73,444,352,,
974,Chad Sinatra,440,311,462,107,282
975,George Thomas,102,15,,,
976,Bob Williams,334,323,204,,
977,Alexa Thomas,69,28,,,
978,Doug Parker,157,79,238,148,168
979,Matt Evans,122,344,76,463,182
980,Jakob Michaels,275,179,,,
981,Peter Sanchez,418,475,346,,
982,Eddie Gonzalez,113,143,83,418,
983,Matt Smith,348,280,286,229,
984,Illiana Wayne,387,263,257,304,264
985,Janet Padilla,144,484,271,381,294
986,Thomas Michaels,250,493,177,385,271
987,Michael Gomez,312,426,423,,
988,Paula Ybarra,240,490,331,314,59
989,Lucas Lee,244,493,,,
990,Poju Westlund,298,212,387,301,
991,Doug Martinez,181,487,455,380,
992,Thomas Sanchez,481,131,96,482,
993,Morgan Westlund,200,447,50,403,38
994,Ivan Dean,342,415,,,
995,Jessica Padilla,74,432,480,,
996,Paula Smith,73,201,229,419,
997,Maria Johnson,104,153,325,,
998,Andrew Stevenson,382,3,184,190,449
999,Dana Dell,277,469,,,
1000,Michael Gonzalez,454,226,292,211,307
1001,Dana Dell,269,329,150,122,46
1002,Michael Jackson,328,35,301,,
1003,Destiny Matheson,385,339,96,316,194
1004,Isaak Bravo,357,285,448,465,270
1005,Nick Westlund,406,407,245,385,8
1006,Maria Wayne,450,343,,,
1007,Johnny Bravo,242,230,,,
1008,Eddie Matheson,155,459,,,
1009,Daniel Lee,478,109,260,408,115
1010,Nick Lee,459,124,,,
1011,Hugh Matheson,378,214,300,468,473
1012,Jessica Young,208,344,234,139,
1013,George Johnson,215,103,367,,
1014,Bob Stevenson,199,334,232,487,369
1015,Jefferson Johnson,102,141,64,395,74
1016,Maria Padilla,305,99,,,
1017,Ivan Martinez,30,277,195,41,272
1018,Lucas Mack,75,193,114,145,
1019,Maria Westlund,378,389,206,,
1020,Morgan Young,326,37,45,71,
1021,Chad Thomas,132,18,388,103,284
1022,Ivan Quintero,315,175,200,277,
1023,Dana Jefferson,131,9,310,474,140
1024,Eddie Parker,242,277,140,,
1025,Lucas Douglass,402,233,,,
1026,Isaak Lopez,373,383,372,458,63
1027,Jessica Jobs,436,399,,,
1028,Hugh Richison,255,281,208,226,397
1029,Alexa Sanchez,206,473,463,302,18
1030,Hugh Johnson,138,297,273,35,
1031,Jack Mungus,173,422,,,
1032,Illiana Gonzalez,211,174,304,,
1033,Jack Michaels,344,214,16,,
1034,Jefferson Johnson,328,27,339,50,429
1035,Destiny Jefferson,140,449,33,226,
1036,Mark Dell,472,441,89,176,55
1037,Morgan Dell,293,248,31,465,
1038,Jefferson Douglass,354,470,,,
1039,Brad Evans,298,289,,,
1040,Poju Jackson,445,313,425,44,
1041,Illiana Richison,259,60,242,,
1042,Hugh Mack,274,106,,,
1043,Isaak Richison,65,68,230,,
1044,Jack Dean,117,264,,,
1045,Poju Matheson,170,227,219,175,269
1046,Ivan Bobson,235,47,259,,
1047,Bob Lopez,351,474,423,,
1048,Mark Stewart,361,35,101,,
1049,Peter Bobson,17,146,218,409,
1050,Paula Stevenson,190,50,,,
1051,Jack Gomez,291,427,,,
1052,Mikey Westlund,348,380,154,264,20
1053,Andrew Diesel,52,151,278,170,302
1054,Doug Parker,337,322,,,
1055,Johnny Johnson,338,149,,,
1056,Bruce Padilla,112,213,,,
1057,Paula Bravo,139,94,,,
1058,Michael Mungus,41,199,,,
1059,George Evans,433,77,38,419,162
1060,John Lopez,102,365,,,
1061,Jakob Sanchez,444,89,442,190,161
1062,Poju Jobs,493,419,,,
1063,Michael Sanchez,208,319,307,,
1064,Dana Jobs,489,257,346,337,425
1065,Illiana Lopez,16,216,94,345,241
1066,Michael Richison,405,357,304,353,229
1067,Hugh Young,361,59,168,432,52
1068,Alexa Ybarra,82,325,412,,
1069,Alexa Gonzalez,486,384,487,452,
1070,Eddie Jobs,77,163,,,
1071,Bob Mack,87,496,389,400,156
1072,Nick Padilla,279,49,485,329,
1073,Jillian Evans,34,299,,,
1074,Morgan Lopez,444,66,166,327,35
1075,Chad Jackson,343,328,293,,
1076,Paula Bravo,353,452,462,,
1077,Isaak Rudd,321,458,324,,
1078,Bob Douglass,84,232,491,219,
1079,Michael Sobrino,48,382,495,31,
1080,Mikey Morgan,314,168,479,204,480
1081,Thomas Jefferson,82,472,,,
1082,Bruce Padilla,260,216,,,
1083,Peter Stewart,30,87,341,220,
1084,Mark Martinez,360,251,343,242,
1085,Jordan Johnson,435,403,41,,
1086,Thomas Morgan,207,161,200,223,295
1087,Isaak Diesel,266,357,387,,
1088,Jordan Westlund,13,152,404,432,222
1089,Richard Jackson,165,461,,,
1090,Poju Michaels,491,377,108,408,14
1091,Paula Westlund,334,19,485,,
1092,Jordan Sobrino,298,250,,,
1093,George Jackson,376,463,24,168,78
1094,George Michaels,374,18,47,125,
1095,Matt Sinatra,53,429,424,46,269
1096,Jeff Bobson,455,296,478,,
1097,Illiana Westlund,120,57,28,272,126
1098,Dana Lee,62,210,,,
1099,Paul Sinatra,293,119,254,117,243
1100,Daniel Martinez,441,30,,,
1101,Morgan Lee,465,118,441,45,
1102,Isaak Wayne,255,442,330,314,494
1103,John Williams,233,380,131,,
1104,Morgan Michaels,17,463,447,371,221
1105,Alexa Sinatra,334,172,267,453,57
1106,Morgan Michaels,298,480,,,
1107,George Parker,17,337,,,
1108,Nick Bravo,51,253,366,230,
1109,Doug Johnson,467,45,83,135,40
1110,Johnny Sobrino,310,133,386,392,366
1111,Richard Mack,146,361,,,
1112,Jakob Stevenson,456,496,210,422,483
1113,Poju Westlund,458,21,460,,
1114,Andrew Stevenson,449,433,,,
1115,Ivan Richison,46,339,358,,
1116,Jack Jobs,446,146,158,122,
1117,Daniel Padilla,163,465,246,366,
1118,Paul Richison,188,205,,,
1119,Paul Bobson,76,262,350,,
1120,Lucas Wayne,66,408,392,,
1121,Mikey Mungus,375,450,107,415,50
1122,Hugh Wayne,19,14,493,,
1123,Illiana Richison,210,463,,,
1124,John Douglass,57,63,209,173,448
1125,Jordan Thomas,65,488,425,,
1126,Morgan Gonzalez,1,137,,,
1127,Eddie Sanchez,347,110,,,
1128,Mikey Stewart,109,497,33,121,453
1129,Ivan Morgan,50,237,130,311,128
1130,Peter Westlund,273,423,256,355,433
1131,Jefferson Gomez,308,224,189,333,291
1132,Hugh Sobrino,371,495,273,81,
1133,Illiana Parker,388,355,18,29,327
1134,Johnny Sanchez,245,466,,,
1135,Eddie Chase,64,279,309,200,147
1136,Bob Mungus,138,212,,,
1137,Daniel Gonzalez,484,66,205,242,287
1138,Jordan Matheson,383,212,,,
1139,Maria Gomez,61,32,311,449,480
1140,Illiana Padilla,383,294,373,357,448
1141,Maria Matheson,71,301,340,476,
1142,Morgan Ybarra,141,266,293,26,417
1143,Nick Rudd,282,489,,,
1144,Ivan Johnson,158,447,,,
1145,Dana Johnson,84,128,418,448,138
1146,Jack Richison,155,282,92,253,
1147,Jeff Bobson,18,63,347,22,360
1148,Isaak Dean,209,134,342,,
1149,Johnny Bobson,95,17,80,436,344
1150,Ivan Gonzalez,119,476,211,79,
1151,Bruce Chase,92,343,318,240,
1152,Alexa Evans,439,497,0,,
1153,Maria Gonzalez,76,283,443,370,156
1154,Isaak Jobs,189,344,238,467,474
1155,George Dell,310,192,,,
1156,Chad Dell,280,335,84,387,384
1157,Thomas Gonzalez,173,142,93,,
1158,Eddie Chase,53,382,277,333,255
1159,Paul Smith,270,423,339,358,256
1160,Bruce Sanchez,287,303,0,164,496
1161,Nick Rudd,380,118,309,486,470
1162,Bob Ybarra,468,486,302,,
1163,Alexa Bobson,296,408,,,
1164,Alexa Gomez,106,222,236,341,
1165,Paul Sanchez,237,160,,,
1166,Jakob Jobs,320,381,,,
1167,Isaak Matheson,31,403,120,240,81
1168,Illiana Williams,71,111,115,297,489
1169,Maria Bravo,445,16,427,89,359
1170,Michael Quintero,364,445,126,179,417
1171,Jakob Hernandez,139,277,140,,
1172,Morgan Stevenson,116,281,431,,
1173,Chad Jackson,103,459,270,,
1174,Illiana Gonzalez,129,314,372,140,
1175,Jillian Bravo,316,248,112,421,
1176,Jillian Williams,424,197,44,,
1177,John Jackson,498,411,,,
1178,Doug Stevenson,80,499,13,120,97
1179,Janet Jobs,124,407,,,
1180,Jessica Gonzalez,485,164,96,308,43
1181,Mikey Padilla,184,360,69,183,29
1182,Maria Sinatra,85,421,433,291,
1183,Eddie Lopez,311,426,450,,
1184,Isaak Westlund,138,418,161,195,226
1185,Richard Quintero,408,75,,,
1186,Jakob Gonzalez,209,448,354,472,
1187,Jakob Stewart,115,14,344,49,118
1188,Isaak Quintero,58,197,113,109,
1189,Michael Dell,256,19,321,132,
1190,Morgan Dean,93,112,58,291,372
1191,Chad Lee,171,482,,,
1192,Mikey Gonzalez,201,67,497,99,
1193,Janet Parker,147,365,,,
1194,Destiny Dell,43,474,,,
1195,Hugh Lopez,499,0,198,454,276
1196,John Matheson,151,106,289,40,266
1197,Morgan Young,111,457,,,
1198,Bob Quintero,446,17,90,295,62
1199,Janet Jefferson,391,433,,,
1200,Destiny Richison,178,58,125,227,205
1201,Brad Mungus,169,87,341,394,
1202,Jack Evans,41,398,186,496,456
1203,Paul Jobs,189,411,368,449,208
1204,Brad Jefferson,441,129,448,112,405
1205,George Jobs,76,181,259,,
1206,Matt Rudd,352,71,153,,
1207,Dana Ybarra,341,287,421,14,249
1208,Michael Parker,469,330,,,
1209,Paul Lopez,349,377,173,,
1210,Poju Chase,74,243,,,
1211,Bruce Hernandez,41,417,263,431,
1212,Andrew Michaels,419,348,35,,
1213,Daniel Sanchez,20,275,170,273,203
1214,Paul Bravo,493,164,430,400,367
1215,Morgan Mack,298,154,229,222,
1216,Ivan Jobs,476,46,270,187,153
1217,Jordan Westlund,255,158,155,429,443
1218,Destiny Gonzalez,143,344,,,
1219,Alexa Chase,353,238,372,,
1220,Paul Gonzalez,72,442,212,18,234
1221,Paula Smith,166,158,247,,
1222,Doug Chase,329,84,,,
1223,Eddie Lee,183,243,334,340,
1224,George Thomas,87,140,111,,
1225,Alexa Sobrino,149,14,,,
1226,Richard Young,158,269,323,434,313
1227,Mikey Thomas,422,487,90,293,134
1228,Dana Parker,455,173,259,241,330
1229,Poju Michaels,111,270,209,490,
1230,Isaak Chase,388,449,202,92,476
1231,Paula Mack,369,109,48,,
1232,Ivan Morgan,489,244,486,53,497
1233,Doug Wayne,187,293,279,52,469
1234,Matt Williams,265,349,262,372,413
1235,Jessica Hernandez,311,496,,,
1236,Alexa Richison,280,50,283,,
1237,Mikey Evans,230,104,,,
1238,Jeff Matheson,224,210,497,454,
1239,Michael Mack,1,131,,,
1240,Jillian Sobrino,362,25,492,199,23
1241,Dana Mungus,467,309,240,437,477
1242,Dana Morgan,9,39,439,237,161
1243,Chad Mack,150,230,124,283,
1244,Nick Sanchez,17,208,30,,
1245,Hugh Rudd,119,210,446,167,
1246,Thomas Morgan,355,227,470,,
1247,Johnny Wayne,321,237,383,240,389
1248,Jeff Lee,358,293,,,
1249,Jack Evans,171,12,35,,
1250,Illiana Williams,49,27,379,272,307
1251,Illiana Parker,486,418,31,50,283
1252,Illiana Evans,160,406,,,
1253,Jefferson Martinez,239,185,242,363,211
1254,Janet Jackson,474,97,250,,
1255,Paul Douglass,333,297,131,54,107
1256,Illiana Ybarra,399,301,213,193,
1257,Peter Sobrino,414,369,488,432,297
1258,Mikey Michaels,17,298,138,,
1259,Jeff Bravo,441,158,374,478,230
1260,Mikey Hernandez,127,473,,,
1261,Alexa Bobson,102,235,,,
1262,Maria Lopez,221,458,76,,
1263,Dana Dell,34,319,267,114,448
1264,Eddie Lopez,379,383,,,
1265,Alexa Padilla,50,164,18,,
1266,Daniel Gonzalez,276,370,280,324,163
1267,Mikey Rudd,420,21,170,20,129
1268,Alexa Douglass,137,411,439,58,
1269,Mikey Jackson,212,9,,,
1270,Destiny Stevenson,95,97,426,393,315
1271,Lucas Wayne,223,347,24,,
1272,Dana Gonzalez,95,50,,,
1273,Nick Johnson,488,399,260,298,
1274,Bruce Rudd,186,155,397,295,188
1275,Jakob Dean,221,463,215,206,177
1276,Paul Douglass,439,201,58,146,269
1277,Chad Chase,418,98,82,392,
1278,Matt Sanchez,292,21,249,,
1279,Johnny Johnson,225,94,,,
1280,Morgan Lopez,387,425,47,,
1281,Jordan Lopez,25,228,244,319,
1282,Janet Thomas,326,495,481,114,
1283,Jefferson Lee,333,47,,,
1284,Jordan Mack,309,328,227,0,47
1285,Hugh Lopez,301,428,267,112,280
1286,Jillian Bravo,169,329,,,
1287,Doug Wayne,197,145,99,,
1288,Maria Sobrino,279,28,265,,
1289,Chad Hernandez,68,111,162,,
1290,Doug Johnson,336,375,425,232,244
1291,Maria Stewart,491,2,,,
1292,Hugh Jobs,420,476,106,66,166
1293,Matt Gomez,416,193,190,108,341
1294,Ivan Gomez,63,95,,,
1295,Thomas Stewart,76,248,307,,
1296,Jack Padilla,456,498,0,418,
1297,Lucas Matheson,281,313,211,295,
1298,Lucas Williams,320,386,,,
1299,Jakob Sanchez,218,377,380,134,440
1300,Matt Gomez,173,282,483,,
1301,Jessica Stevenson,443,394,385,,
1302,Brad Bobson,128,199,481,,
1303,Nick Mack,354,142,301,480,86
1304,Jeff Westlund,410,337,275,,
1305,Eddie Hernandez,450,406,415,454,355
1306,Ivan Martinez,407,42,132,113,246
1307,Hugh Westlund,160,182,70,,
1308,Chad Douglass,223,474,468,481,490
1309,Destiny Smith,416,382,,,
1310,John Padilla,168,117,,,
1311,Jessica Michaels,123,408,195,257,420
1312,Matt Matheson,495,44,,,
1313,Ivan Williams,191,299,309,65,
1314,Illiana Parker,341,393,418,410,372
1315,Alexa Diesel,492,309,,,
1316,Bob Quintero,350,171,165,465,156
1317,Doug Chase,319,244,,,
1318,Jordan Michaels,31,84,187,63,124
1319,Jefferson Bobson,63,255,114,,
1320,Michael Bobson,270,438,,,
1321,Eddie Dell,316,355,12,119,431
1322,Janet Thomas,248,160,,,
1323,Daniel Hernandez,159,161,396,,
1324,Jessica Dean,256,326,171,341,
1325,Doug Williams,18,89,257,115,235
1326,Eddie Evans,65,280,213,468,251
1327,Janet Jackson,138,156,398,,
1328,Alexa Martinez,215,444,406,447,317
1329,Hugh Bobson,474,326,20,278,90
1330,Lucas Matheson,162,193,19,44,156
1331,Bruce Westlund,384,321,11,,
1332,Doug Quintero,315,207,,,
1333,Paul Jackson,69,268,,,
1334,Mikey Stewart,200,352,147,379,
1335,Ivan Matheson,69,497,455,410,103
1336,Daniel Wayne,434,303,305,80,19
1337,Isaak Young,428,249,424,409,170
1338,Hugh Smith,278,218,,,
1339,Jakob Jobs,371,47,485,404,
1340,Lucas Young,279,263,493,,
1341,George Chase,137,132,440,494,335
1342,Jefferson Gomez,268,80,205,60,288
1343,Alexa Bravo,366,139,49,,
1344,Richard Richison,257,308,186,,
1345,Jakob Wayne,326,395,129,,
1346,Thomas Sinatra,71,386,465,233,
1347,Destiny Hernandez,89,124,467,100,
1348,Jefferson Johnson,382,126,314,276,315
1349,Chad Thomas,46,261,335,396,158
1350,Matt Michaels,23,288,59,,
1351,Michael Ybarra,142,175,462,221,246
1352,Ivan Parker,150,337,363,351,53
1353,Chad Sinatra,211,493,98,55,36
1354,Jack Mungus,283,416,,,
1355,Matt Hernandez,319,380,,,
1356,Jessica Gonzalez,398,334,350,112,204
1357,Jeff Douglass,414,492,328,,
1358,Jillian Richison,480,360,482,373,307
1359,Brad Richison,426,478,155,245,192
1360,Thomas Richison,184,194,177,420,
1361,Johnny Sobrino,499,219,369,411,53
1362,Jordan Thomas,185,198,237,183,
1363,Jillian Mack,140,191,252,67,224
1364,Destiny Richison,185,320,1,297,300
1365,Jack Lopez,257,276,102,,
1366,Thomas Padilla,470,402,438,462,142
1367,Poju Stevenson,221,95,,,
1368,Richard Williams,449,346,422,119,
1369,Jillian Parker,35,88,479,41,
1370,Mikey Jobs,33,387,364,159,384
1371,Poju Williams,360,180,59,,
1372,Johnny Bravo,393,365,460,,
1373,Brad Westlund,389,246,423,37,142
1374,Nick Hernandez,368,469,107,285,
1375,Paula Young,72,320,303,131,460
1376,Andrew Stewart,1,180,114,426,
1377,Paul Bobson,426,435,259,,
1378,John Martinez,314,171,,,
1379,Michael Sanchez,457,152,44,349,
1380,Paul Jackson,74,288,,,
1381,Janet Sobrino,308,164,416,435,167
1382,Maria Sanchez,338,6,,,
1383,Janet Dell,278,421,351,388,
1384,Doug Rudd,229,69,316,496,
1385,Bruce Williams,347,428,439,100,294
1386,Janet Chase,60,424,356,164,
1387,Bruce Chase,346,459,416,90,388
1388,Jack Parker,90,347,376,78,222
1389,Jakob Richison,66,79,192,337,405
1390,Andrew Ybarra,83,133,,,
1391,Peter Diesel,215,478,379,,
1392,Peter Gomez,340,475,103,,
1393,Mikey Smith,115,253,376,152,
1394,Richard Stevenson,409,309,461,344,203
1395,Maria Douglass,445,184,158,41,242
1396,Bob Chase,116,33,,,
1397,Chad Sobrino,461,388,340,493,
1398,Michael Quintero,347,215,379,415,235
1399,Dana Parker,421,139,63,268,
1400,Lucas Ybarra,362,56,304,257,77
1401,Johnny Jackson,109,419,180,306,
1402,Bruce Gomez,373,404,201,257,473
1403,Mikey Morgan,320,305,,,
1404,Janet Johnson,16,166,327,,
1405,Richard Richison,148,14,45,293,
1406,John Ybarra,338,379,272,6,309
1407,Thomas Padilla,276,409,,,
1408,Jillian Evans,355,67,,,
1409,Bruce Gonzalez,208,403,,,
1410,Jeff Quintero,24,114,296,,
1411,Ivan Gonzalez,51,375,260,326,39
1412,Chad Matheson,440,353,149,264,374
1413,George Matheson,462,1,83,117,393
1414,Jefferson Richison,374,358,151,279,401
1415,Jillian Stevenson,498,303,,,
1416,Thomas Lee,403,375,,,
1417,Jefferson Westlund,87,294,307,296,8
1418,Doug Young,139,304,,,
1419,Destiny Evans,471,454,335,199,
1420,Nick Sinatra,149,215,117,482,259
1421,Jessica Gomez,415,134,61,363,
1422,Thomas Morgan,201,20,14,398,8
1423,Jessica Richison,227,425,43,,
1424,Poju Jefferson,63,124,379,126,
1425,Illiana Morgan,214,450,190,272,
1426,Chad Sanchez,294,211,45,185,98
1427,Jessica Matheson,335,145,,,
1428,Lucas Gonzalez,111,122,77,5,0
